title,year,duration,genre,rating,rating_description,movie_url,User_Agent
A Silent Voice: The Movie ,2016,2h 10min,Animation,8.1,"8.1 based on 46,801 user ratings",https://www.imdb.com/title/tt5323662/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Portrait of a Lady on Fire ,2019,2h 2min,Drama,8.1,"8.1 based on 61,854 user ratings",https://www.imdb.com/title/tt8613070/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Gold Rush ,1925,1h 35min,Adventure,8.2,"8.2 based on 100,693 user ratings",https://www.imdb.com/title/tt0015864/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Invisible Guest ,2016,1h 46min,Crime,8.1,"8.1 based on 139,852 user ratings",https://www.imdb.com/title/tt4857264/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Rashomon ,1950,1h 28min,Crime,8.2,"8.2 based on 152,087 user ratings",https://www.imdb.com/title/tt0042876/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Tokyo Story ,1953,2h 16min,Drama,8.2,"8.2 based on 52,866 user ratings",https://www.imdb.com/title/tt0046438/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Rififi ,1955,1h 58min,Crime,8.2,"8.2 based on 28,581 user ratings",https://www.imdb.com/title/tt0048021/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Seventh Seal ,1957,1h 36min,Drama,8.2,"8.2 based on 164,296 user ratings",https://www.imdb.com/title/tt0050976/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Wild Strawberries ,1957,1h 31min,Drama,8.2,"8.2 based on 95,962 user ratings",https://www.imdb.com/title/tt0050986/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Judgment at Nuremberg ,1961,2h 59min,Drama,8.2,"8.2 based on 69,251 user ratings",https://www.imdb.com/title/tt0055031/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Yojimbo ,1961,1h 50min,Action,8.2,"8.2 based on 110,832 user ratings",https://www.imdb.com/title/tt0055630/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
To Kill a Mockingbird ,1962,2h 9min,Crime,8.2,"8.2 based on 293,247 user ratings",https://www.imdb.com/title/tt0056592/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Treasure of the Sierra Madre ,1948,2h 6min,Adventure,8.2,"8.2 based on 114,012 user ratings",https://www.imdb.com/title/tt0040897/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Stalker ,1979,2h 42min,Drama,8.2,"8.2 based on 116,399 user ratings",https://www.imdb.com/title/tt0079944/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Autumn Sonata ,1978,1h 39min,Drama,8.2,"8.2 based on 26,517 user ratings",https://www.imdb.com/title/tt0077711/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
All About Eve ,1950,2h 18min,Drama,8.2,"8.2 based on 120,265 user ratings",https://www.imdb.com/title/tt0042192/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Ran ,1985,2h 42min,Action,8.2,"8.2 based on 112,153 user ratings",https://www.imdb.com/title/tt0089881/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Raging Bull ,1980,2h 9min,Biography,8.2,"8.2 based on 321,010 user ratings",https://www.imdb.com/title/tt0081398/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Unforgiven ,1992,2h 10min,Drama,8.2,"8.2 based on 374,964 user ratings",https://www.imdb.com/title/tt0105695/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Bandit ,1996,2h 8min,Crime,8.2,"8.2 based on 63,893 user ratings",https://www.imdb.com/title/tt0116231/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Heat ,1995,2h 50min,Crime,8.2,"8.2 based on 575,221 user ratings",https://www.imdb.com/title/tt0113277/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
A Beautiful Mind ,2001,2h 15min,Biography,8.2,"8.2 based on 846,551 user ratings",https://www.imdb.com/title/tt0268978/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Time of the Gypsies ,1988,2h 22min,Comedy,8.2,"8.2 based on 26,089 user ratings",https://www.imdb.com/title/tt0097223/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Downfall ,2004,2h 36min,Biography,8.2,"8.2 based on 330,587 user ratings",https://www.imdb.com/title/tt0363163/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Great Escape ,1963,2h 52min,Adventure,8.2,"8.2 based on 224,189 user ratings",https://www.imdb.com/title/tt0057115/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Casino ,1995,2h 58min,Crime,8.2,"8.2 based on 464,840 user ratings",https://www.imdb.com/title/tt0112641/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Rang De Basanti ,2006,2h 47min,Comedy,8.2,"8.2 based on 111,651 user ratings",https://www.imdb.com/title/tt0405508/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Lawrence of Arabia ,1962,3h 48min,Adventure,8.3,"8.3 based on 267,410 user ratings",https://www.imdb.com/title/tt0056172/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Taxi Driver ,1976,1h 54min,Crime,8.3,"8.3 based on 722,295 user ratings",https://www.imdb.com/title/tt0075314/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Das Boot ,1981,2h 29min,Adventure,8.3,"8.3 based on 231,271 user ratings",https://www.imdb.com/title/tt0082096/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
A Clockwork Orange ,1971,2h 16min,Crime,8.3,"8.3 based on 756,155 user ratings",https://www.imdb.com/title/tt0066921/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Come and See ,1985,2h 22min,Drama,8.3,"8.3 based on 58,539 user ratings",https://www.imdb.com/title/tt0091251/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Amadeus ,1984,2h 40min,Biography,8.3,"8.3 based on 368,158 user ratings",https://www.imdb.com/title/tt0086879/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
L.A. Confidential ,1997,2h 18min,Crime,8.2,"8.2 based on 530,781 user ratings",https://www.imdb.com/title/tt0119488/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Scarface ,1983,2h 50min,Crime,8.3,"8.3 based on 738,783 user ratings",https://www.imdb.com/title/tt0086250/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Sting ,1973,2h 9min,Comedy,8.3,"8.3 based on 241,001 user ratings",https://www.imdb.com/title/tt0070735/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Reservoir Dogs ,1992,1h 39min,Crime,8.3,"8.3 based on 916,086 user ratings",https://www.imdb.com/title/tt0105236/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Children of Heaven ,1997,1h 29min,Drama,8.3,"8.3 based on 65,002 user ratings",https://www.imdb.com/title/tt0118849/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Braveheart ,1995,2h 58min,Biography,8.3,"8.3 based on 957,185 user ratings",https://www.imdb.com/title/tt0112573/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Good Will Hunting ,1997,2h 6min,Drama,8.3,"8.3 based on 858,907 user ratings",https://www.imdb.com/title/tt0119217/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Requiem for a Dream ,2000,1h 42min,Drama,8.3,"8.3 based on 764,804 user ratings",https://www.imdb.com/title/tt0180093/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
American Beauty ,1999,2h 2min,Drama,8.3,"8.3 based on 1,067,464 user ratings",https://www.imdb.com/title/tt0169547/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Eternal Sunshine of the Spotless Mind ,2004,1h 48min,Drama,8.3,"8.3 based on 909,496 user ratings",https://www.imdb.com/title/tt0338013/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Inglourious Basterds ,2009,2h 33min,Adventure,8.3,"8.3 based on 1,263,404 user ratings",https://www.imdb.com/title/tt0361748/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Incendies ,2010,2h 11min,Drama,8.3,"8.3 based on 149,189 user ratings",https://www.imdb.com/title/tt1255953/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
A Separation ,2011,2h 3min,Drama,8.3,"8.3 based on 219,289 user ratings",https://www.imdb.com/title/tt1832382/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Hunt ,2012,1h 55min,Drama,8.3,"8.3 based on 280,069 user ratings",https://www.imdb.com/title/tt2106476/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Andhadhun ,2018,2h 19min,Crime,8.3,"8.3 based on 71,230 user ratings",https://www.imdb.com/title/tt8108198/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
My Father and My Son ,2005,1h 52min,Drama,8.3,"8.3 based on 78,608 user ratings",https://www.imdb.com/title/tt0476735/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Full Metal Jacket ,1987,1h 56min,Drama,8.3,"8.3 based on 673,515 user ratings",https://www.imdb.com/title/tt0093058/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
1917 ,2019,1h 59min,Drama,8.3,"8.3 based on 419,367 user ratings",https://www.imdb.com/title/tt8579674/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Sunset Blvd. ,1950,1h 50min,Drama,8.4,"8.4 based on 201,022 user ratings",https://www.imdb.com/title/tt0043014/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Great Dictator ,1940,2h 5min,Comedy,8.4,"8.4 based on 202,541 user ratings",https://www.imdb.com/title/tt0032553/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Paths of Glory ,1957,1h 28min,Drama,8.4,"8.4 based on 177,523 user ratings",https://www.imdb.com/title/tt0050825/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
High and Low ,1963,2h 23min,Crime,8.4,"8.4 based on 33,996 user ratings",https://www.imdb.com/title/tt0057565/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Witness for the Prosecution ,1957,1h 56min,Crime,8.4,"8.4 based on 108,469 user ratings",https://www.imdb.com/title/tt0051201/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Anand ,1971,2h 2min,Drama,8.4,"8.4 based on 30,043 user ratings",https://www.imdb.com/title/tt0066763/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Apocalypse Now ,1979,2h 27min,Drama,8.4,"8.4 based on 604,790 user ratings",https://www.imdb.com/title/tt0078788/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Once Upon a Time in America ,1984,3h 49min,Crime,8.4,"8.4 based on 310,305 user ratings",https://www.imdb.com/title/tt0087843/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Pianist ,2002,2h 30min,Biography,8.5,"8.5 based on 727,153 user ratings",https://www.imdb.com/title/tt0253474/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Departed ,2006,2h 31min,Crime,8.5,"8.5 based on 1,186,071 user ratings",https://www.imdb.com/title/tt0407887/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Shining ,1980,2h 26min,Drama,8.4,"8.4 based on 895,692 user ratings",https://www.imdb.com/title/tt0081505/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Prestige ,2006,2h 10min,Drama,8.5,"8.5 based on 1,186,527 user ratings",https://www.imdb.com/title/tt0482571/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Whiplash ,2014,1h 46min,Drama,8.5,"8.5 based on 714,432 user ratings",https://www.imdb.com/title/tt2582802/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Intouchables ,2011,1h 52min,Biography,8.5,"8.5 based on 756,901 user ratings",https://www.imdb.com/title/tt1675434/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Seven Samurai ,1954,3h 27min,Action,8.6,"8.6 based on 314,902 user ratings",https://www.imdb.com/title/tt0047478/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Hara-Kiri ,1962,2h 13min,Action,8.6,"8.6 based on 41,512 user ratings",https://www.imdb.com/title/tt0056058/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
It's a Wonderful Life ,1946,2h 10min,Drama,8.6,"8.6 based on 404,453 user ratings",https://www.imdb.com/title/tt0038650/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Joker ,2019,2h 2min,Crime,8.5,"8.5 based on 931,105 user ratings",https://www.imdb.com/title/tt7286456/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Silence of the Lambs ,1991,1h 58min,Crime,8.6,"8.6 based on 1,266,427 user ratings",https://www.imdb.com/title/tt0102926/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Life Is Beautiful ,1997,1h 56min,Comedy,8.6,"8.6 based on 621,734 user ratings",https://www.imdb.com/title/tt0118799/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Green Mile ,1999,3h 9min,Crime,8.6,"8.6 based on 1,143,958 user ratings",https://www.imdb.com/title/tt0120689/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Se7en ,1995,2h 7min,Crime,8.6,"8.6 based on 1,440,375 user ratings",https://www.imdb.com/title/tt0114369/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Parasite ,2019,2h 12min,Comedy,8.6,"8.6 based on 543,701 user ratings",https://www.imdb.com/title/tt6751668/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Hamilton ,2020,2h 40min,Biography,8.6,"8.6 based on 53,760 user ratings",https://www.imdb.com/title/tt8503618/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Interstellar ,2014,2h 49min,Adventure,8.6,"8.6 based on 1,505,876 user ratings",https://www.imdb.com/title/tt0816692/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Saving Private Ryan ,1998,2h 49min,Drama,8.6,"8.6 based on 1,232,211 user ratings",https://www.imdb.com/title/tt0120815/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
One Flew Over the Cuckoo's Nest ,1975,2h 13min,Drama,8.7,"8.7 based on 915,605 user ratings",https://www.imdb.com/title/tt0073486/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Lord of the Rings: The Two Towers ,2002,2h 59min,Action,8.7,"8.7 based on 1,481,664 user ratings",https://www.imdb.com/title/tt0167261/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
City of God ,2002,2h 10min,Crime,8.6,"8.6 based on 697,753 user ratings",https://www.imdb.com/title/tt0317248/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Goodfellas ,1990,2h 26min,Biography,8.7,"8.7 based on 1,017,254 user ratings",https://www.imdb.com/title/tt0099685/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Fight Club ,1999,2h 19min,Drama,8.8,"8.8 based on 1,849,361 user ratings",https://www.imdb.com/title/tt0137523/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Lord of the Rings: The Fellowship of the Ring ,2001,2h 58min,Action,8.8,"8.8 based on 1,656,792 user ratings",https://www.imdb.com/title/tt0120737/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Forrest Gump ,1994,2h 22min,Drama,8.8,"8.8 based on 1,803,104 user ratings",https://www.imdb.com/title/tt0109830/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Pulp Fiction ,1994,2h 34min,Crime,8.9,"8.9 based on 1,821,029 user ratings",https://www.imdb.com/title/tt0110912/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Lord of the Rings: The Return of the King ,2003,3h 21min,Action,8.9,"8.9 based on 1,638,495 user ratings",https://www.imdb.com/title/tt0167260/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Godfather: Part II ,1974,3h 22min,Crime,9.0,"9.0 based on 1,126,556 user ratings",https://www.imdb.com/title/tt0071562/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Dark Knight ,2008,2h 32min,Action,9.0,"9.0 based on 2,296,556 user ratings",https://www.imdb.com/title/tt0468569/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
12 Angry Men ,1957,1h 36min,Crime,9.0,"9.0 based on 687,485 user ratings",https://www.imdb.com/title/tt0050083/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
The Godfather ,1972,2h 55min,Crime,9.2,"9.2 based on 1,614,758 user ratings",https://www.imdb.com/title/tt0068646/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
Schindler's List ,1993,3h 15min,Biography,8.9,"8.9 based on 1,210,134 user ratings",https://www.imdb.com/title/tt0108052/?ref_=adv_li_tt,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.141 Safari/537.36"
